150 44 27 119 109 349.5
160 62 27 98 102 387.8
169 74 27 103 102 633.45
154 72 44 98 109 437.2
150 65 31 115 102 396.9
165 44 39 119 109 388.5
156 40 41 103 102 553.95
150 50 32 98 102 363.8
167 45 39 103 109 581.55
168 69 41 119 102 444.1
173 70 25 98 102 412.8
158 72 30 119 102 418.1
154 50 33 98 102 369.8
172 68 36 103 109 649.05
164 70 36 115 102 430.9
172 63 32 119 102 418.1
166 48 37 119 102 392.1
167 61 39 115 109 423.3
164 43 36 103 109 562.05
151 66 38 103 109 617.55
164 55 27 115 102 382.9
153 63 27 115 102 387.9
164 48 40 103 102 586.95
169 57 33 98 109 400.2
152 40 41 119 102 370.1
174 66 43 98 109 443.2
163 44 32 119 102 371.1
151 58 29 115 102 379.9
172 61 36 115 109 422.3
172 65 36 119 109 431.5
160 74 29 119 102 422.1
162 46 44 119 109 399.5
165 63 30 115 102 405.9
167 73 30 115 109 429.3
167 56 27 119 109 390.5
154 44 41 103 102 562.95
156 73 43 103 109 661.05
159 66 34 115 102 413.9
161 58 39 119 102 411.1
166 69 28 103 109 619.05
162 68 31 98 102 409.8
163 41 27 98 102 348.8
157 68 37 115 109 423.3
170 56 42 98 102 415.8
165 69 26 98 102 404.8
152 40 30 103 109 517.05
162 63 36 119 109 417.5
161 63 35 98 102 406.8
165 46 30 98 109 368.2
155 48 35 103 109 560.55
162 55 25 119 109 379.5
170 62 34 119 109 419.5
174 70 43 119 102 456.1
172 43 44 103 109 598.05
156 53 26 103 102 547.95
159 43 35 98 102 364.8
158 53 26 98 109 367.2
164 61 41 115 109 424.3
159 70 39 115 102 431.9
166 69 36 103 109 643.05
172 47 38 98 109 393.2
159 65 36 98 102 410.8
165 63 32 98 109 406.2
169 71 44 115 109 455.3
157 45 36 98 102 368.8
159 43 29 103 109 533.55
169 51 36 98 109 394.2
169 53 39 103 102 606.45
168 55 31 119 102 396.1
157 47 26 98 102 352.8
166 42 28 115 102 360.9
164 47 36 119 102 386.1
169 48 34 98 102 382.8
170 65 44 115 109 444.3
172 49 33 115 102 390.9
156 65 43 115 102 426.9
166 52 36 98 109 393.2
159 65 37 119 109 420.5
174 62 31 115 102 414.9
150 72 34 115 102 416.9
174 55 36 119 109 413.5
153 63 32 119 102 399.1
172 47 38 103 102 589.95
161 64 37 103 102 621.45
162 63 28 119 109 401.5
158 51 41 115 109 398.3
168 50 30 119 102 384.1
153 69 38 103 109 629.55
161 51 26 115 102 369.9
156 52 31 119 102 378.1
168 58 28 119 102 396.1
152 41 29 98 109 343.2
154 48 31 115 109 368.3
162 71 40 115 102 438.9
165 48 27 119 102 371.1
156 43 30 98 109 353.2
161 60 38 115 102 411.9
156 70 40 98 102 425.8
154 44 38 115 102 372.9
165 52 38 103 109 596.55
150 53 25 119 102 362.1
161 72 38 119 109 438.5
167 74 32 103 109 647.55
156 72 41 98 109 433.2
153 50 42 103 102 582.45
156 55 37 115 109 396.3
173 69 31 103 102 636.45
160 54 39 115 102 400.9
151 64 33 103 102 594.45
159 53 34 103 109 578.55
151 53 28 119 102 369.1
155 66 42 119 109 428.5
164 51 28 119 102 378.1
163 67 29 98 109 406.2
173 54 29 103 109 587.55
151 54 25 115 109 365.3
158 52 43 115 102 402.9
151 42 44 115 109 379.3
169 45 37 98 102 382.8
155 59 34 103 109 590.55
170 67 37 115 109 434.3
169 45 25 103 109 542.55
173 68 43 103 109 671.55
164 61 26 115 102 392.9
169 57 25 103 102 576.45
165 68 30 119 102 417.1
158 45 28 98 109 355.2
162 72 41 98 102 437.8
173 58 40 103 102 630.45
160 41 25 103 102 514.95
163 66 43 98 109 432.2
163 61 34 103 109 608.55
156 73 29 115 102 414.9
154 52 37 98 102 381.8
153 73 40 98 109 430.2
150 60 31 103 109 577.05
152 45 31 103 102 532.95
170 58 42 115 102 424.9
154 68 44 115 109 434.3
171 47 34 115 102 387.9
158 60 41 119 102 416.1
159 60 33 98 109 396.2
150 53 33 115 102 376.9
161 41 37 115 109 373.3
154 74 36 119 102 430.1
169 53 37 98 102 398.8
156 57 40 115 109 406.3
167 63 39 119 102 427.1
164 48 36 119 102 388.1
169 69 25 119 109 414.5
151 46 38 98 102 368.8
166 55 34 103 102 592.95
174 42 42 119 102 398.1
150 57 42 115 109 404.3
158 41 37 115 102 368.9
165 45 37 119 102 385.1
156 40 32 103 102 526.95
161 57 34 115 109 399.3
153 64 44 119 109 426.5
156 50 28 98 102 361.8
159 72 34 115 109 427.3
169 74 26 98 102 418.8
157 53 42 119 109 404.5
150 51 28 103 109 541.05
173 51 33 98 109 392.2
154 47 38 119 109 381.5
160 44 34 119 102 372.1
166 62 33 98 102 405.8
169 67 38 98 109 430.2
172 53 30 98 102 387.8
153 40 31 115 102 349.9
156 48 42 119 109 393.5
151 51 38 98 102 378.8
164 68 35 98 102 419.8
166 73 39 98 109 441.2
157 59 27 103 109 572.55
172 61 29 98 102 401.8
163 58 25 103 102 570.45
169 58 42 103 109 632.55
174 68 27 103 102 622.95
157 42 31 103 102 531.45
166 59 36 98 102 405.8
152 67 37 119 102 416.1
174 64 29 115 109 416.3
162 69 32 103 102 622.95
170 51 38 119 102 404.1
164 55 31 98 109 387.2
156 43 35 98 109 363.2
150 61 26 98 109 375.2
156 73 35 98 102 421.8
